Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42
-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.372344e+02,-5.235652e+02,-4.882760e+02,-4.507946e+02,-4.305555e+02,-4.327030e+02,-4.446336e+02,-4.614612e+02,-4.672928e+02,-4.676695e+02,-4.235946e+02,-2.369209e+02,-8.170856e+01,-3.793875e+01,-6.278295e+01,-8.942058e+01,-1.240548e+02,-1.878113e+02,-2.618218e+02,-3.391100e+02,-3.943969e+02,-4.413458e+02,-4.769455e+02,-5.142888e+02,-5.374421e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02,-5.381730e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.704109e-01,-1.206075e+01,-4.125208e+01,-7.581455e+01,-9.449017e+01,-9.415861e+01,-8.284023e+01,-6.550537e+01,-5.870230e+01,-5.545864e+01,6.188489e+00,1.282186e+02,1.215038e+02,1.258938e+02,1.615580e+02,1.913326e+02,2.137214e+02,2.232292e+02,2.029869e+02,1.683248e+02,1.351218e+02,1.006053e+02,6.760784e+01,2.940644e+01,1.018599e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.856903e-01,-6.104485e+00,-1.638761e+01,-1.636524e+01,-1.539307e+01,-1.267940e+01,-1.406665e+01,-1.795287e+01,-2.123406e+01,-2.775245e+01,-3.931309e+00,-7.869833e+01,-9.827790e+01,-1.069599e+02,-1.088454e+02,-9.211430e+01,-7.942661e+01,-6.494019e+01,-3.673706e+01,-1.162709e+01,1.078080e+01,2.831354e+01,2.729220e+01,1.868042e+01,9.741971e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.113382e+00,1.824915e+01,4.646004e+01,6.185372e+01,6.776836e+01,6.774443e+01,6.508117e+01,6.088178e+01,5.960785e+01,6.358377e+01,6.875635e+01,2.645325e+01,6.057022e-01,-2.560909e+01,-5.403459e+01,-5.953572e+01,-6.235812e+01,-7.240689e+01,-7.561876e+01,-6.709734e+01,-4.616929e+01,-1.699534e+01,-2.888681e+00,6.844264e+00,9.016488e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.274006e+00,-1.512850e+01,-2.858278e+01,-3.377015e+01,-3.552340e+01,-4.004437e+01,-3.943188e+01,-3.607696e+01,-3.277390e+01,-3.112024e+01,-3.674285e+01,-2.381665e+01,-2.085032e+01,-2.861439e+01,-5.126328e+01,-7.320406e+01,-7.609598e+01,-6.993027e+01,-5.507295e+01,-3.704299e+01,-2.712315e+01,-1.841900e+01,-9.019535e+00,-1.803849e+00,8.030994e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.577390e-01,9.698101e-01,-8.194084e+00,-1.561069e+01,-1.647124e+01,-1.268279e+01,-1.152236e+01,-1.106589e+01,-1.217363e+01,-1.542073e+01,-3.373991e+01,-4.204483e+01,-2.911251e+01,-2.142781e+01,-2.156950e+01,-1.932997e+01,-1.620495e+01,-1.847659e+01,-1.339635e+01,-8.478674e+00,-3.371309e+00,-5.489360e+00,-2.864437e+00,-6.034252e+00,6.814468e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.412863e-01,1.207205e+01,2.710116e+01,3.248954e+01,3.047898e+01,3.094213e+01,2.984559e+01,2.776025e+01,2.621616e+01,2.698214e+01,5.792949e+00,-3.346890e+01,-4.519563e+01,-4.076038e+01,-3.007742e+01,-1.425442e+01,-5.333943e+00,8.873190e+00,9.660732e+00,-8.380272e-01,-4.730803e+00,-1.848581e+00,-9.546204e-01,-6.853099e+00,5.402817e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.266097e+00,-1.481514e+01,-2.192439e+01,-1.866468e+01,-1.508755e+01,-1.623249e+01,-1.410022e+01,-1.297424e+01,-1.189365e+01,-1.204187e+01,-3.517100e+01,-4.819247e+01,-2.279169e+01,-1.044203e+01,-1.125917e+01,-1.905462e+01,-2.793069e+01,-3.329630e+01,-2.372971e+01,-1.457743e+01,-9.250691e+00,-3.681020e+00,-5.091469e+00,-5.624140e+00,3.837546e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.118615e+00,7.029330e+00,9.502587e+00,5.104667e+00,4.177629e+00,2.312070e+00,-1.320507e+00,-2.085917e+00,5.098314e-01,3.156753e+00,-1.964945e+01,-1.887899e+01,-2.316167e+01,-1.728226e+01,-2.021951e+01,-3.142475e+01,-3.156268e+01,-3.271185e+01,-3.719830e+01,-2.008676e+01,-5.173013e+00,-2.344622e+00,-6.611927e+00,-3.377418e+00,2.164665e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.021511e-01,4.492207e+00,-3.911515e-01,-9.904925e-01,-2.205209e+00,-1.807491e-01,1.947900e+00,2.257919e+00,-2.023172e+00,-5.356627e+00,-2.750999e+01,-3.295564e+01,-5.734792e+00,8.574784e+00,1.095379e+01,5.541412e-01,-5.550884e+00,-7.414814e+00,-7.274218e+00,-2.917313e+00,-1.693680e+00,-3.672370e-01,-2.409550e+00,-1.242106e+00,4.332182e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.510186e-01,-1.168711e+01,-8.132271e+00,-7.123645e+00,-6.989031e+00,-4.872675e+00,-3.425016e+00,-1.838459e+00,2.572862e-01,6.125682e-01,-1.650877e+01,-1.836517e+01,-1.729717e+01,-9.332059e+00,1.104241e+01,1.746993e+01,1.344236e+01,9.733928e+00,1.217873e+01,2.423471e+00,-3.109342e+00,-2.600696e+00,1.116223e+00,-4.435227e-01,-1.306098e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.316157e+00,1.022669e+01,1.614440e+01,2.126198e+01,2.272349e+01,1.885373e+01,1.631709e+01,1.223349e+01,1.270602e+01,1.456200e+01,2.159022e-01,-4.791202e+00,-4.894161e+00,-6.580602e+00,-9.612349e+00,-5.233821e+00,-8.031972e+00,-9.844326e+00,-5.910499e+00,-7.433849e+00,-7.723944e+00,-8.200153e+00,-1.557505e+00,-1.415117e+00,-3.002509e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.751299e-01,-1.819990e+00,-1.541403e+01,-2.498305e+01,-2.684846e+01,-2.768514e+01,-2.734296e+01,-2.186748e+01,-2.242713e+01,-2.287677e+01,-2.624222e+01,-1.547088e+01,-1.149865e+01,-1.849758e+01,-3.055210e+01,-3.262233e+01,-1.939865e+01,-1.556278e+01,-1.218627e+01,-1.405881e+01,-1.584766e+01,-1.404208e+01,-7.731045e+00,-3.310109e+00,-4.606683e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
